Categoría,ID,Variable,Full_Format
A.1. PRESUPUESTO INICIAL Y VIGENTE MUNICIPAL (M$),4211,BPIGM - Presupuesto Inicial Gastos Municipales,4211 - BPIGM - Presupuesto Inicial Gastos Municipales
A.1. PRESUPUESTO INICIAL Y VIGENTE MUNICIPAL (M$),4441,BPISICMUN - Presupuesto Inicial Saldo Inicial de Caja sector Municipal,4441 - BPISICMUN - Presupuesto Inicial Saldo Inicial de Caja sector Municipal
A.1. PRESUPUESTO INICIAL Y VIGENTE MUNICIPAL (M$),4210,BPIIM - Presupuesto Inicial Sector Municipal,4210 - BPIIM - Presupuesto Inicial Sector Municipal
A.1. PRESUPUESTO INICIAL Y VIGENTE MUNICIPAL (M$),4213,BPVGM - Presupuesto Vigente Gastos Municpiales,4213 - BPVGM - Presupuesto Vigente Gastos Municpiales
A.1. PRESUPUESTO INICIAL Y VIGENTE MUNICIPAL (M$),4226,BPVMSALINI - Presupuesto Vigente Saldo Inicial de Caja Sector Municipal,4226 - BPVMSALINI - Presupuesto Vigente Saldo Inicial de Caja Sector Municipal
A.1. PRESUPUESTO INICIAL Y VIGENTE MUNICIPAL (M$),4212,BPVIM - Presupuesto Vigente Sector Municipal,4212 - BPVIM - Presupuesto Vigente Sector Municipal
A. INGRESOS MUNICIPALES (M$),3752,IADM83 - Casinos de Juegos Ley Nº19.995.,3752 - IADM83 - Casinos de Juegos Ley Nº19.995.
A. INGRESOS MUNICIPALES (M$),3954,IADM97 - Derechos de Aseo,3954 - IADM97 - Derechos de Aseo
A. INGRESOS MUNICIPALES (M$),3955,IADM98 - Derechos de Aseo Cobro Directo y de Patentes Comerciales,3955 - IADM98 - Derechos de Aseo Cobro Directo y de Patentes Comerciales
A. INGRESOS MUNICIPALES (M$),3956,IADM99 - Derechos de Aseo por Impuesto Territorial,3956 - IADM99 - Derechos de Aseo por Impuesto Territorial
A. INGRESOS MUNICIPALES (M$),1092,IADM10 - Disponibilidad Presupuestaria Municipal por Habitante (M$),1092 - IADM10 - Disponibilidad Presupuestaria Municipal por Habitante (M$)
A. INGRESOS MUNICIPALES (M$),4251,IADM140 - Impuesto Territorial de Beneficio Municipal (Art. 37 DL 3063),4251 - IADM140 - Impuesto Territorial de Beneficio Municipal (Art. 37 DL 3063)
A. INGRESOS MUNICIPALES (M$),1110,IADM01 - Ingresos Municipales (Ingreso Total Percibido),1110 - IADM01 - Ingresos Municipales (Ingreso Total Percibido)
A. INGRESOS MUNICIPALES (M$),4245,IADM999 - Ingresos Municipales (Ingreso Total Percibido) sin Saldo Inicial de Caja,4245 - IADM999 - Ingresos Municipales (Ingreso Total Percibido) sin Saldo Inicial de Caja
A. INGRESOS MUNICIPALES (M$),880,IADM40 - Ingresos por Fondo Común Municipal,880 - IADM40 - Ingresos por Fondo Común Municipal
A. INGRESOS MUNICIPALES (M$),1226,IADM44 - Ingresos por Impuestos,1226 - IADM44 - Ingresos por Impuestos
A. INGRESOS MUNICIPALES (M$),4173,IADM121 - Ingresos por Patentes Municipales de Beneficio Municipal,4173 - IADM121 - Ingresos por Patentes Municipales de Beneficio Municipal
A. INGRESOS MUNICIPALES (M$),4174,IADM122 - Ingresos por Permisos de Circulación de Beneficio Municipal,4174 - IADM122 - Ingresos por Permisos de Circulación de Beneficio Municipal
A. INGRESOS MUNICIPALES (M$),883,IADM43 - Ingresos por Transferencias,883 - IADM43 - Ingresos por Transferencias
A. INGRESOS MUNICIPALES (M$),4325,"IADM43.1 - Ingresos por Transferencias menos Casino Ley N° 19.995, Patentes Acuícolas y Patentes Mineras","4325 - IADM43.1 - Ingresos por Transferencias menos Casino Ley N° 19.995, Patentes Acuícolas y Patentes Mineras"
A. INGRESOS MUNICIPALES (M$),882,IADM42 - Ingresos Propios (IPP y FCM),882 - IADM42 - Ingresos Propios (IPP y FCM)
A. INGRESOS MUNICIPALES (M$),879,IADM41 - Ingresos Propios Permanentes (IPP),879 - IADM41 - Ingresos Propios Permanentes (IPP)
A. INGRESOS MUNICIPALES (M$),1262,IADM74 - Ingresos Propios Permanentes per Cápita (IPPP),1262 - IADM74 - Ingresos Propios Permanentes per Cápita (IPPP)
A. INGRESOS MUNICIPALES (M$),890,"IADM49 - Ingresos Propios, según criterio de Contraloría General de la República","890 - IADM49 - Ingresos Propios, según criterio de Contraloría General de la República"
A. INGRESOS MUNICIPALES (M$),887,"IADM46 - Ingresos Totales, descontados los Ingresos por Transferencias","887 - IADM46 - Ingresos Totales, descontados los Ingresos por Transferencias"
A. INGRESOS MUNICIPALES (M$),1311,IADM96 - Monto Patentes Municipales Pagadas,1311 - IADM96 - Monto Patentes Municipales Pagadas
A. INGRESOS MUNICIPALES (M$),3753,IADM84 - Patentes Acuícolas Ley Nº20.033 Art. 8.,3753 - IADM84 - Patentes Acuícolas Ley Nº20.033 Art. 8.
A. INGRESOS MUNICIPALES (M$),3754,IADM82 - Patentes Mineras Ley Nº19.143.,3754 - IADM82 - Patentes Mineras Ley Nº19.143.
B. INGRESOS MUNICIPALES (%),1272,IADM75 - Dependencia del Fondo Común Municipal sobre los Ingresos Propios,1272 - IADM75 - Dependencia del Fondo Común Municipal sobre los Ingresos Propios
B. INGRESOS MUNICIPALES (%),1088,IADM04 - Participación de Ingresos por Transferencias en el Ingreso Total,1088 - IADM04 - Participación de Ingresos por Transferencias en el Ingreso Total
B. INGRESOS MUNICIPALES (%),1086,IADM02 - Participación de Ingresos Propios Permanentes (IPP) en el Ingreso Total,1086 - IADM02 - Participación de Ingresos Propios Permanentes (IPP) en el Ingreso Total
B. INGRESOS MUNICIPALES (%),1089,IADM06 - Participación de Ingresos Propios Permanentes sobre el Ingreso Total (descontadas las transferencias),1089 - IADM06 - Participación de Ingresos Propios Permanentes sobre el Ingreso Total (descontadas las transferencias)
B. INGRESOS MUNICIPALES (%),1090,IADM07 - Participación del FCM en el Ingreso Total (descontadas las transferencias),1090 - IADM07 - Participación del FCM en el Ingreso Total (descontadas las transferencias)
B. INGRESOS MUNICIPALES (%),1087,IADM03 - Participación del Fondo Común Municipal en el Ingreso Total,1087 - IADM03 - Participación del Fondo Común Municipal en el Ingreso Total
B. INGRESOS MUNICIPALES (%),1091,IADM09 - Participación de Transferencias a Educación y Salud en el Ingreso Total (descontadas las transferencias),1091 - IADM09 - Participación de Transferencias a Educación y Salud en el Ingreso Total (descontadas las transferencias)
C. GASTOS MUNICIPALES (M$),894,IADM51 - Gastos Corrientes,894 - IADM51 - Gastos Corrientes
C. GASTOS MUNICIPALES (M$),3770,IADM85 - Gastos en Bienes y Servicios de Consumo (Subtítulo 22),3770 - IADM85 - Gastos en Bienes y Servicios de Consumo (Subtítulo 22)
C. GASTOS MUNICIPALES (M$),1093,IADM11 - Gastos Municipales (Gastos Total Devengado),1093 - IADM11 - Gastos Municipales (Gastos Total Devengado)
C. GASTOS MUNICIPALES (M$),4164,BGMAAMUN - Gastos Municipales Área de Gestión: Actividades Municipales,4164 - BGMAAMUN - Gastos Municipales Área de Gestión: Actividades Municipales
C. GASTOS MUNICIPALES (M$),4162,BGMAGINT - Gastos Municipales Área de Gestión: Interna,4162 - BGMAGINT - Gastos Municipales Área de Gestión: Interna
C. GASTOS MUNICIPALES (M$),4167,BGMAPCUL - Gastos Municipales Área de Gestión: Programas Culturales,4167 - BGMAPCUL - Gastos Municipales Área de Gestión: Programas Culturales
C. GASTOS MUNICIPALES (M$),4166,BGMAPREC - Gastos Municipales Área de Gestión: Programas Recreacionales,4166 - BGMAPREC - Gastos Municipales Área de Gestión: Programas Recreacionales
C. GASTOS MUNICIPALES (M$),4165,BGMAPSOC - Gastos Municipales Área de Gestión: Programas Sociales,4165 - BGMAPSOC - Gastos Municipales Área de Gestión: Programas Sociales
C. GASTOS MUNICIPALES (M$),4163,BGMASCOM - Gastos Municipales Área de Gestión: Servicios Comunitarios,4163 - BGMASCOM - Gastos Municipales Área de Gestión: Servicios Comunitarios
C. GASTOS MUNICIPALES (M$),4472,IADM72.1 - Gastos por Comisiones y Representaciones del Municipio,4472 - IADM72.1 - Gastos por Comisiones y Representaciones del Municipio
C. GASTOS MUNICIPALES (M$),910,IADM39 - Monto Transferido al Fondo Común Municipal,910 - IADM39 - Monto Transferido al Fondo Común Municipal
C. GASTOS MUNICIPALES (M$),1255,IADM72 - Viáticos Personal de Planta y Contrata,1255 - IADM72 - Viáticos Personal de Planta y Contrata
D. GASTOS MUNICIPALES (%),1094,IADM12 - Participación de Gastos Corrientes en el Gasto Total,1094 - IADM12 - Participación de Gastos Corrientes en el Gasto Total
D. GASTOS MUNICIPALES (%),3771,IADM86 - Participación de Gastos en Bienes y Servicios de Consumo sobre los Ingresos Propios (desde 2008),3771 - IADM86 - Participación de Gastos en Bienes y Servicios de Consumo sobre los Ingresos Propios (desde 2008)
D. GASTOS MUNICIPALES (%),4240,IADM133 - Participación del Área de Actividades Municipales en el Gasto Total (Devengado),4240 - IADM133 - Participación del Área de Actividades Municipales en el Gasto Total (Devengado)
D. GASTOS MUNICIPALES (%),4237,IADM130 - Participación del Área de Gestión Interna en el Gasto Total (Devengado),4237 - IADM130 - Participación del Área de Gestión Interna en el Gasto Total (Devengado)
D. GASTOS MUNICIPALES (%),4241,IADM134 - Participación del Área de Programas Culturales en el Gasto Total (Devengado),4241 - IADM134 - Participación del Área de Programas Culturales en el Gasto Total (Devengado)
D. GASTOS MUNICIPALES (%),4242,IADM135 - Participación del Área de Programas Recreacionales en el Gasto Total (Devengado),4242 - IADM135 - Participación del Área de Programas Recreacionales en el Gasto Total (Devengado)
D. GASTOS MUNICIPALES (%),4239,IADM132 - Participación del Área de Programas Sociales en el Gasto Total (Devengado),4239 - IADM132 - Participación del Área de Programas Sociales en el Gasto Total (Devengado)
D. GASTOS MUNICIPALES (%),4238,IADM131 - Participación del Área de Servicios Comunitarios en el Gasto Total (Devengado),4238 - IADM131 - Participación del Área de Servicios Comunitarios en el Gasto Total (Devengado)
D. GASTOS MUNICIPALES (%),1109,IADM30 - Relación entre Aportes y Recepción del Fondo Común Municipal (FCM),1109 - IADM30 - Relación entre Aportes y Recepción del Fondo Común Municipal (FCM)
E. GASTOS EN PERSONAL,4439,IADM232 - Disponibilidad Presupuestaria (42%) de Gastos en Personal (según criterio presupuestario IPP),4439 - IADM232 - Disponibilidad Presupuestaria (42%) de Gastos en Personal (según criterio presupuestario IPP)
E. GASTOS EN PERSONAL,1306,IADM79 - Gasto Personal a Contrata (cuenta presupuestaria 215.21.02),1306 - IADM79 - Gasto Personal a Contrata (cuenta presupuestaria 215.21.02)
E. GASTOS EN PERSONAL,4421,IADM80 - Gasto Personal a Honorarios (cuenta presupuestaria 215.21.03),4421 - IADM80 - Gasto Personal a Honorarios (cuenta presupuestaria 215.21.03)
E. GASTOS EN PERSONAL,1307,IADM80.1 - Gasto Personal a Honorarios Suma Alzada y Asimilados a Grado (sólo 21.03.001 y 21.03.002),1307 - IADM80.1 - Gasto Personal a Honorarios Suma Alzada y Asimilados a Grado (sólo 21.03.001 y 21.03.002)
E. GASTOS EN PERSONAL,4422,IADM80.2 - Gasto Personal Código del Trabajo (cuenta presupuestaria 21.03.004),4422 - IADM80.2 - Gasto Personal Código del Trabajo (cuenta presupuestaria 21.03.004)
E. GASTOS EN PERSONAL,1305,IADM78 - Gasto Personal Planta (cuenta presupuestaria 215.21.01),1305 - IADM78 - Gasto Personal Planta (cuenta presupuestaria 215.21.01)
E. GASTOS EN PERSONAL,3964,IADM111 - Gasto Personal por Prestaciones de Servicios en Programas Comunitarios (cuenta presupuestaria 215.21.04.004),3964 - IADM111 - Gasto Personal por Prestaciones de Servicios en Programas Comunitarios (cuenta presupuestaria 215.21.04.004)
E. GASTOS EN PERSONAL,1227,"IADM58 - Gastos en Personal Municipal (excluye Dieta, Consejo y Prestaciones de Servicios en Prog. Comunitarios)","1227 - IADM58 - Gastos en Personal Municipal (excluye Dieta, Consejo y Prestaciones de Servicios en Prog. Comunitarios)"
E. GASTOS EN PERSONAL,3975,IADM61 - Gastos en Personal Municipal (Subtítulo 21),3975 - IADM61 - Gastos en Personal Municipal (Subtítulo 21)
E. GASTOS EN PERSONAL,4340,IADM62 - Límite del 20% Gasto Personal a Contrata válido hasta año 2016,4340 - IADM62 - Límite del 20% Gasto Personal a Contrata válido hasta año 2016
E. GASTOS EN PERSONAL,4042,"IADM621 - Límite del 40% Gasto Personal a Contrata, Ley 20.922 (desde 2016)","4042 - IADM621 - Límite del 40% Gasto Personal a Contrata, Ley 20.922 (desde 2016)"
E. GASTOS EN PERSONAL,1106,IADM32 - Participación de Gastos en Capacitación sobre el Gasto Total en Personal,1106 - IADM32 - Participación de Gastos en Capacitación sobre el Gasto Total en Personal
E. GASTOS EN PERSONAL,1104,IADM24 - Participación de Gastos en Capacitación sobre Ingresos Totales (descontadas las transferencias),1104 - IADM24 - Participación de Gastos en Capacitación sobre Ingresos Totales (descontadas las transferencias)
E. GASTOS EN PERSONAL,4341,IADM144 - Participación de Gastos en Personal Respecto del Umbral Legal (42%) según Ley 20.922 vigente desde año 2016,4341 - IADM144 - Participación de Gastos en Personal Respecto del Umbral Legal (42%) según Ley 20.922 vigente desde año 2016
